production_scale,corporate_tax_rate,renewable_materials,hourly_labor_cost,product_margin
2.435187169589532,40.44473051797137,0,76.92054214168166,442.06453566233205
7.8395488583977455,54.19063311566157,1,85.2302963760999,576.7006306729972
-2.0722417710472403,8.162204539011633,0,31.38002254642701,224.5515244152233
-0.3754342215265605,59.09194110967371,0,14.711416638175962,216.28292139576212
4.992921860224516,57.41901040948991,0,-1.2980173171310998,34.88238204893442
3.5931947535946227,61.6977945476557,1,38.34448887826848,187.0418943082041
-0.1971690145024585,47.62044557204271,0,64.24458384794718,469.2608276513147
2.6340688698323595,-18.505360369536128,0,42.219934655550425,298.6581026261028
8.742216181013573,45.42698090278411,0,25.79387791857727,301.3009822661178
7.536065308738164,9.121919334691796,0,21.963284512299303,324.4492679327935
10.206164485568184,55.66472192749163,1,67.69850036362445,584.6481130562959
3.150820561389816,37.37457625378859,1,82.44432368832015,375.4316537148056
2.8757511353053076,62.625664087004765,1,66.73186066348507,362.66536425065806
-5.869255316635668,49.4481373627702,0,67.07508118030704,237.39185535132358
8.148642055101266,26.294022489424584,0,20.563725852811004,119.52794803924668
9.058445225411976,73.03264950777715,0,82.60419911220846,592.9585323423122
-4.255845056769426,66.32869105065295,1,71.9975738591553,293.0414087040204
0.5899111162609132,32.47456549765751,0,77.49679646648097,409.95270096719685
3.824849990225844,37.77128985750666,0,5.549208896829795,-29.16793072478021
3.8364743827855188,79.34694536991138,1,74.75436973083485,256.69708558995376
4.800649996320826,46.98109225436927,0,77.28392835961213,592.1232398517416
-5.287718102770547,4.251678593958488,0,70.91105340706707,405.8575251897838
4.878437041159667,58.53728306645819,0,9.409341427090393,115.1969714979204
8.441773538097188,68.59248966431284,0,29.74636475973564,210.04762658288627
3.256848876352584,99.16517271524688,0,46.84623382511165,201.61409048323728
10.467837561181174,-2.1797947455898594,0,55.113670413458166,605.3874806601037
12.164653103736107,37.60135232699309,1,23.966628363078836,428.6701394758735
14.4830863247971,26.954617009417813,0,101.50232588903377,1164.3607997543104
10.13108301073543,77.35087016907184,1,34.90903255598564,402.3978226992839
5.303459908829506,109.51007700685767,0,97.41185739233399,532.269972996028
6.054043238070151,84.55163922833067,0,59.666095668736595,338.114135706012
2.7440373863343357,34.98781750293058,0,55.19384786197615,473.7862812935763
4.150634786969974,67.97041618812013,1,74.47992742518421,402.73322205654347
-6.602276630112044,41.61310366709412,1,62.119366649959645,315.5959104557791
4.4580713505157314,98.55255902624248,0,63.09878996333297,447.3716415258512
7.042339222481038,78.23365463383479,0,3.0232136190010155,31.815328271387344
0.40141433845465774,62.589174126891734,0,62.35572291064613,323.1483744670571
5.125181798683613,50.85278269083024,0,66.57302206465643,205.700563343978
2.442802201249895,72.45454547912965,0,104.17148086122016,395.94064719955173
11.027320771035022,95.22334677399111,1,38.49191322106188,556.9510998541231
-3.855353297130083,27.821756079083098,0,68.84233191064898,452.64956468986134
7.445012086686096,64.55708667369505,0,64.90874016656878,497.96514386454714
8.468863756966487,107.27703177929482,0,45.27600354622604,419.98014949448776
7.750076255379335,-27.221490275815817,0,36.46048760912684,322.38311437928905
1.6636346051718387,23.71245809853695,1,40.89228817344186,44.912282129042346
9.457386249157096,23.935746654291385,1,27.003175008872667,311.3579182021296
5.602638555909979,89.63066640946843,0,24.88225496163069,162.51607407668186
3.834320457265307,67.02008267169464,0,16.59139408895375,222.77523317367002
2.534884546533026,37.126503460218935,0,65.47085964340509,370.9930461666275
5.125458899661596,1.5871442175759576,1,74.96001574270021,257.3070499735884
2.8411624089509244,45.797031805859795,0,28.079271453597432,187.02136570957413
-0.8412081776018836,33.137189731088114,0,25.785613062217312,82.54273086364775
10.200910847975347,108.68306736354357,1,9.464782373024686,271.80745821955094
14.311454002274903,45.78598670255428,0,26.474271776545365,797.9921347445046
9.901840567732574,72.26737458683486,0,79.67121522621746,785.595368267066
9.876170562734778,8.79254422720118,0,31.33662206697025,532.4273571991581
-2.20615615285068,34.549024057728026,0,19.482456084707856,18.091903013558163
7.810614286140142,80.99358612353964,0,107.14765769307809,677.8341374608384
12.206345626955933,101.63892984162273,0,56.98844064801101,755.0531670745302
10.663829810642916,-12.194315606125585,0,21.87904682460838,538.1015455263474
6.151534833982101,120.32774424892264,0,21.10577981577572,161.1356177354352
1.5216160421084912,35.35771991173963,0,8.494299007065074,20.851543507749383
5.190494371629564,104.79938436374076,0,17.615602593058597,48.26821103044469
7.635538896155582,-11.351160837501787,0,62.86000298271859,359.58371520964033
0.11778102710297667,9.147777950966947,0,97.3750717773709,558.1695582373106
5.306385845645568,19.606118863103262,0,81.10493372348492,615.6218637031099
7.3559538679077905,53.891591971677705,0,39.70802606367472,343.669290080703
1.8300620785507897,65.11636517505244,0,101.03093572765248,605.5553500615136
11.07908783212483,52.070361796172875,0,25.402251296992816,521.4134205655369
10.24893509286413,95.9040490082865,0,44.39248159790371,462.57244414223175
5.4019668273765875,43.480268090286856,0,87.06055877105611,548.9860912183532
2.201415263867485,33.846477544896985,0,85.19877524876281,584.3362203823773
-3.2237058940973276,88.32880987876234,0,87.69075273499766,456.04799883890666
10.56978860076272,59.465138672179876,0,14.753319468436498,555.3922561180239
10.447179061423578,60.655832544790584,1,111.70591440290806,603.9857126299077
8.231758816471777,52.43360525379863,0,29.22619606431217,421.6067903967657
0.8167372828240098,79.78615192001223,1,17.64902216634688,78.95099702301576
1.0072501789842823,43.12853929434693,1,99.61925850135276,451.23921622936865
5.7441663948767046,26.108972761184685,0,90.72112313874482,551.7680360633668
9.064904089143798,37.73000444045436,1,8.702547549954053,71.27330472580883
8.648645068954751,32.252696315469564,1,26.520486571138385,315.03242865820675
5.271968522633006,63.61205885160893,0,71.42644594687607,466.22444319645473
0.14844471581581686,72.17458547810406,0,89.3431270357162,584.5711471536935
11.020239509494433,12.787481072331609,0,77.93263144560137,692.1731719405084
7.1143160455913,46.280719181908836,0,29.679226600685215,209.38725110378084
-2.738930720108524,110.5697313363095,1,65.72908955697912,280.97496789510456
4.814089810365269,44.68197447841222,1,-7.911329366824589,101.5099470428726
2.2293373624775836,23.329863956182223,0,31.926922242551683,197.41955740594238
11.131083208029313,20.695956654451354,0,94.76106271438684,782.5323333474469
2.031602737347142,-15.043687494219327,0,27.72717469296642,192.34484582335688
2.6498211579353583,137.51901727929075,1,34.782453503196884,184.6846789579141
-7.00609761875107,57.5658107628216,1,41.94495597194877,433.84549044344107
2.162991796600152,34.85212747896593,0,44.47638587169701,156.21222050722847
-0.686662209044675,70.7834369805198,1,10.501275604428079,1.1546783303539137
13.505205961052827,40.65576801761308,1,38.915746541594466,682.539681546127
4.825491748423611,46.63389538679369,0,-1.8448412043891733,-95.71958899284465
7.941962016198492,71.29569799289563,0,42.175762315990866,419.7151212866308
4.955922363400041,93.58763813189054,0,43.97289315097626,309.6534923890162
1.1555531654553324,27.54718289870973,0,46.879240286725654,228.91345645245588
6.819894246969211,131.89053529450462,0,32.758162298723974,269.86497077563644
